data_index_,temperature,solar_ghi
2020-01-02 13:15:00+00:00,279.5276794433594,63.387813568115234
2020-01-02 13:30:00+00:00,279.538330078125,57.06819152832031
2020-01-02 13:45:00+00:00,279.5489501953125,51.188568115234375
2020-01-02 14:00:00+00:00,279.5447998046875,44.19524383544922
2020-01-02 14:15:00+00:00,279.52587890625,36.2307014465332
2020-01-02 14:30:00+00:00,279.5069580078125,33.04983139038086
2020-01-02 14:45:00+00:00,279.4880065917969,29.597219467163086
2020-01-02 15:00:00+00:00,279.4632263183594,20.335866928100586
2020-01-02 15:15:00+00:00,279.4325256347656,9.222805976867676
2020-01-02 15:30:00+00:00,279.4018249511719,0.0
2020-01-02 15:45:00+00:00,279.37115478515625,0.0
2020-01-02 16:00:00+00:00,279.3647766113281,0.0
2020-01-02 16:15:00+00:00,279.3827209472656,0.0
2020-01-02 16:30:00+00:00,279.40069580078125,0.0
2020-01-02 16:45:00+00:00,279.4186706542969,0.0
2020-01-02 17:00:00+00:00,279.44677734375,0.0
2020-01-02 17:15:00+00:00,279.4851379394531,0.0
2020-01-02 17:30:00+00:00,279.52349853515625,0.0
2020-01-02 17:45:00+00:00,279.5618591308594,0.0
2020-01-02 18:00:00+00:00,279.60382080078125,0.0
2020-01-02 18:15:00+00:00,279.64935302734375,0.0
2020-01-02 18:30:00+00:00,279.6949157714844,0.0
2020-01-02 18:45:00+00:00,279.740478515625,0.0
2020-01-02 19:00:00+00:00,279.79254150390625,0.0
2020-01-02 19:15:00+00:00,279.85113525390625,0.0
2020-01-02 19:30:00+00:00,279.90972900390625,0.0
2020-01-02 19:45:00+00:00,279.96832275390625,0.0
2020-01-02 20:00:00+00:00,280.02276611328125,0.0
2020-01-02 20:15:00+00:00,280.0730285644531,0.0
2020-01-02 20:30:00+00:00,280.123291015625,0.0
2020-01-02 20:45:00+00:00,280.1735534667969,0.0
2020-01-02 21:00:00+00:00,280.2275085449219,0.0
2020-01-02 21:15:00+00:00,280.2851257324219,0.0
2020-01-02 21:30:00+00:00,280.34271240234375,0.0
2020-01-02 21:45:00+00:00,280.40032958984375,0.0
2020-01-02 22:00:00+00:00,280.4667663574219,0.0
2020-01-02 22:15:00+00:00,280.5419921875,0.0
2020-01-02 22:30:00+00:00,280.61724853515625,0.0
2020-01-02 22:45:00+00:00,280.6925048828125,0.0
2020-01-02 23:00:00+00:00,280.76043701171875,0.0
2020-01-02 23:15:00+00:00,280.8210144042969,0.0
2020-01-02 23:30:00+00:00,280.8816223144531,0.0
2020-01-02 23:45:00+00:00,280.94219970703125,0.0
2020-01-03 00:00:00+00:00,280.99981689453125,0.0
2020-01-03 00:15:00+00:00,281.054443359375,0.0
2020-01-03 00:30:00+00:00,281.10906982421875,0.0
2020-01-03 00:45:00+00:00,281.1637268066406,0.0
2020-01-03 01:00:00+00:00,281.1847229003906,0.0
2020-01-03 01:15:00+00:00,281.21240234375,0.0
2020-01-03 01:30:00+00:00,281.2400817871094,0.0
2020-01-03 01:45:00+00:00,281.2677307128906,0.0
2020-01-03 02:00:00+00:00,281.2799072265625,0.0
2020-01-03 02:15:00+00:00,281.27655029296875,0.0
2020-01-03 02:30:00+00:00,281.273193359375,0.0
2020-01-03 02:45:00+00:00,281.26983642578125,0.0
2020-01-03 03:00:00+00:00,281.26116943359375,0.0
2020-01-03 03:15:00+00:00,281.24713134765625,0.0
2020-01-03 03:30:00+00:00,281.2331237792969,0.0
2020-01-03 03:45:00+00:00,281.2191162109375,0.0
2020-01-03 04:00:00+00:00,281.2044372558594,0.0
2020-01-03 04:15:00+00:00,281.18914794921875,0.0
2020-01-03 04:30:00+00:00,281.1738586425781,0.0
2020-01-03 04:45:00+00:00,281.1585693359375,0.0
2020-01-03 05:00:00+00:00,281.1485290527344,0.0
2020-01-03 05:15:00+00:00,281.1437683105469,0.0
2020-01-03 05:30:00+00:00,281.13897705078125,0.0
2020-01-03 05:45:00+00:00,281.13421630859375,0.0
2020-01-03 06:00:00+00:00,281.1446838378906,0.0
2020-01-03 06:15:00+00:00,281.17041015625,0.0
2020-01-03 06:30:00+00:00,281.1961669921875,0.0
2020-01-03 06:45:00+00:00,281.2218933105469,0.0
2020-01-03 07:00:00+00:00,281.25872802734375,0.0
2020-01-03 07:15:00+00:00,281.3066711425781,0.0
2020-01-03 07:30:00+00:00,281.3545837402344,0.006316999904811382
2020-01-03 07:45:00+00:00,281.40252685546875,0.6388919949531555
2020-01-03 08:00:00+00:00,281.4644775390625,3.2371060848236084
2020-01-03 08:15:00+00:00,281.54046630859375,5.796951770782471
2020-01-03 08:30:00+00:00,281.616455078125,15.981255531311035
2020-01-03 08:45:00+00:00,281.6924133300781,23.548622131347656
2020-01-03 09:00:00+00:00,281.7802429199219,29.710063934326172
2020-01-03 09:15:00+00:00,281.8798828125,33.8336181640625
2020-01-03 09:30:00+00:00,281.9795227050781,37.74729537963867
2020-01-03 09:45:00+00:00,282.07916259765625,42.50009536743164
2020-01-03 10:00:00+00:00,282.15399169921875,46.340614318847656
2020-01-03 10:15:00+00:00,282.2039794921875,49.24986267089844
2020-01-03 10:30:00+00:00,282.2539367675781,51.60550308227539
2020-01-03 10:45:00+00:00,282.3039855957031,53.52365493774414
2020-01-03 11:00:00+00:00,282.3390808105469,54.68141174316406
2020-01-03 11:15:00+00:00,282.35931396484375,55.0991325378418
2020-01-03 11:30:00+00:00,282.3795166015625,54.3511962890625
2020-01-03 11:45:00+00:00,282.3997497558594,52.46851348876953
2020-01-03 12:00:00+00:00,282.41473388671875,49.970458984375
2020-01-03 12:15:00+00:00,282.4244384765625,46.93410873413086
2020-01-03 12:30:00+00:00,282.4341735839844,44.01863479614258
2020-01-03 12:45:00+00:00,282.4438781738281,41.21990966796875
2020-01-03 13:00:00+00:00,282.42864990234375,37.98183059692383
2020-01-03 13:15:00+00:00,282.3884582519531,34.35395431518555
2020-01-03 13:30:00+00:00,282.3482666015625,31.298973083496094
2020-01-03 13:45:00+00:00,282.3080749511719,28.51079750061035
2020-01-03 14:00:00+00:00,282.2444763183594,24.987041473388672
2020-01-03 14:15:00+00:00,282.157470703125,20.788864135742188
2020-01-03 14:30:00+00:00,282.0704650878906,23.405366897583008
2020-01-03 14:45:00+00:00,281.98345947265625,25.83881378173828
2020-01-03 15:00:00+00:00,281.8810119628906,19.982046127319336
2020-01-03 15:15:00+00:00,281.7631530761719,9.96813678741455
2020-01-03 15:30:00+00:00,281.64532470703125,0.0
2020-01-03 15:45:00+00:00,281.5274963378906,0.0
2020-01-03 16:00:00+00:00,281.41290283203125,0.0
2020-01-03 16:15:00+00:00,281.3015441894531,0.0
